epsilon,N,k2,k1
0.05,100000,821,25
0.05,100000,820,25
0.05,100000,819,25
0.05,100000,818,25
0.05,100000,817,25
0.05,100000,816,25
0.05,100000,815,25
0.05,100000,814,25
0.05,100000,813,25
0.05,100000,812,25
0.05,100000,811,25
0.05,100000,810,25
0.05,100000,809,25
0.05,100000,808,25
0.05,100000,807,25
0.05,100000,806,25
0.05,100000,805,25
0.05,100000,804,25
0.05,100000,803,25
0.05,100000,802,25
0.05,100000,801,25
0.05,100000,800,25
0.05,100000,799,26
0.05,100000,798,26
0.05,100000,797,26
0.05,100000,796,26
0.05,100000,795,26
0.05,100000,794,26
0.05,100000,793,26
0.05,100000,792,26
0.05,100000,791,26
0.05,100000,790,26
0.05,100000,789,26
0.05,100000,788,26
0.05,100000,787,26
0.05,100000,786,26
0.05,100000,785,26
0.05,100000,784,26
0.05,100000,783,26
0.05,100000,782,26
0.05,100000,781,26
0.05,100000,780,26
0.05,100000,779,26
0.05,100000,778,26
0.05,100000,777,26
0.05,100000,776,26
0.05,100000,775,26
0.05,100000,774,26
0.05,100000,773,26
0.05,100000,772,26
0.05,100000,771,26
0.05,100000,770,26
0.05,100000,769,26
0.05,100000,768,26
0.05,100000,767,26
0.05,100000,766,26
0.05,100000,765,26
0.05,100000,764,26
0.05,100000,763,27
0.05,100000,762,27
0.05,100000,761,27
0.05,100000,760,27
0.05,100000,759,27
0.05,100000,758,27
0.05,100000,757,27
0.05,100000,756,27
0.05,100000,755,27
0.05,100000,754,27
0.05,100000,753,27
0.05,100000,752,27
0.05,100000,751,27
0.05,100000,750,27
0.05,100000,749,27
0.05,100000,748,27
0.05,100000,747,27
0.05,100000,746,27
0.05,100000,745,27
0.05,100000,744,27
0.05,100000,743,27
0.05,100000,742,27
0.05,100000,741,27
0.05,100000,740,27
0.05,100000,739,27
0.05,100000,738,27
0.05,100000,737,27
0.05,100000,736,27
0.05,100000,735,27
0.05,100000,734,27
0.05,100000,733,27
0.05,100000,732,27
0.05,100000,731,27
0.05,100000,730,28
0.05,100000,729,28
0.05,100000,728,28
0.05,100000,727,28
0.05,100000,726,28
0.05,100000,725,28
0.05,100000,724,28
0.05,100000,723,28
0.05,100000,722,28
0.05,100000,721,28
0.05,100000,720,28
0.05,100000,719,28
0.05,100000,718,28
0.05,100000,717,28
0.05,100000,716,28
0.05,100000,715,28
0.05,100000,714,28
0.05,100000,713,28
0.05,100000,712,28
0.05,100000,711,28
0.05,100000,710,28
0.05,100000,709,28
0.05,100000,708,28
0.05,100000,707,28
0.05,100000,706,28
0.05,100000,705,28
0.05,100000,704,28
0.05,100000,703,28
0.05,100000,702,28
0.05,100000,701,28
0.05,100000,700,28
0.05,100000,699,28
0.05,100000,698,29
0.05,100000,697,29
0.05,100000,696,29
0.05,100000,695,29
0.05,100000,694,29
0.05,100000,693,29
0.05,100000,692,29
0.05,100000,691,29
0.05,100000,690,29
0.05,100000,689,29
0.05,100000,688,29
0.05,100000,687,29
0.05,100000,686,29
0.05,100000,685,29
0.05,100000,684,29
0.05,100000,683,29
0.05,100000,682,29
0.05,100000,681,29
0.05,100000,680,29
0.05,100000,679,29
0.05,100000,678,29
0.05,100000,677,29
0.05,100000,676,29
0.05,100000,675,29
0.05,100000,674,29
0.05,100000,673,29
0.05,100000,672,29
0.05,100000,671,29
0.05,100000,670,29
0.05,100000,669,30
0.05,100000,668,30
0.05,100000,667,30
0.05,100000,666,30
0.05,100000,665,30
0.05,100000,664,30
0.05,100000,663,30
0.05,100000,662,30
0.05,100000,661,30
0.05,100000,660,30
0.05,100000,659,30
0.05,100000,658,30
0.05,100000,657,30
0.05,100000,656,30
0.05,100000,655,30
0.05,100000,654,30
0.05,100000,653,30
0.05,100000,652,30
0.05,100000,651,30
0.05,100000,650,30
0.05,100000,649,30
0.05,100000,648,30
0.05,100000,647,30
0.05,100000,646,30
0.05,100000,645,30
0.05,100000,644,30
0.05,100000,643,30
0.05,100000,642,31
0.05,100000,641,31
0.05,100000,640,31
0.05,100000,639,31
0.05,100000,638,31
0.05,100000,637,31
0.05,100000,636,31
0.05,100000,635,31
0.05,100000,634,31
0.05,100000,633,31
0.05,100000,632,31
0.05,100000,631,31
0.05,100000,630,31
0.05,100000,629,31
0.05,100000,628,31
0.05,100000,627,31
0.05,100000,626,31
0.05,100000,625,31
0.05,100000,624,31
0.05,100000,623,31
0.05,100000,622,31
0.05,100000,621,31
0.05,100000,620,31
0.05,100000,619,31
0.05,100000,618,31
0.05,100000,617,31
0.05,100000,616,32
0.05,100000,615,32
0.05,100000,614,32
0.05,100000,613,32
0.05,100000,612,32
0.05,100000,611,32
0.05,100000,610,32
0.05,100000,609,32
0.05,100000,608,32
0.05,100000,607,32
0.05,100000,606,32
0.05,100000,605,32
0.05,100000,604,32
0.05,100000,603,32
0.05,100000,602,32
0.05,100000,601,32
0.05,100000,600,32
0.05,100000,599,32
0.05,100000,598,32
0.05,100000,597,32
0.05,100000,596,32
0.05,100000,595,32
0.05,100000,594,32
0.05,100000,593,32
0.05,100000,592,33
0.05,100000,591,33
0.05,100000,590,33
0.05,100000,589,33
0.05,100000,588,33
0.05,100000,587,33
0.05,100000,586,33
0.05,100000,585,33
0.05,100000,584,33
0.05,100000,583,33
0.05,100000,582,33
0.05,100000,581,33
0.05,100000,580,33
0.05,100000,579,33
0.05,100000,578,33
0.05,100000,577,33
0.05,100000,576,33
0.05,100000,575,33
0.05,100000,574,33
0.05,100000,573,33
0.05,100000,572,33
0.05,100000,571,33
0.05,100000,570,34
0.05,100000,569,34
0.05,100000,568,34
0.05,100000,567,34
0.05,100000,566,34
0.05,100000,565,34
0.05,100000,564,34
0.05,100000,563,34
0.05,100000,562,34
0.05,100000,561,34
0.05,100000,560,34
0.05,100000,559,34
0.05,100000,558,34
0.05,100000,557,34
0.05,100000,556,34
0.05,100000,555,34
0.05,100000,554,34
0.05,100000,553,34
0.05,100000,552,34
0.05,100000,551,34
0.05,100000,550,34
0.05,100000,549,35
0.05,100000,548,35
0.05,100000,547,35
0.05,100000,546,35
0.05,100000,545,35
0.05,100000,544,35
0.05,100000,543,35
0.05,100000,542,35
0.05,100000,541,35
0.05,100000,540,35
0.05,100000,539,35
0.05,100000,538,35
0.05,100000,537,35
0.05,100000,536,35
0.05,100000,535,35
0.05,100000,534,35
0.05,100000,533,35
0.05,100000,532,35
0.05,100000,531,35
0.05,100000,530,35
0.05,100000,529,35
0.05,100000,528,36
0.05,100000,527,36
0.05,100000,526,36
0.05,100000,525,36
0.05,100000,524,36
0.05,100000,523,36
0.05,100000,522,36
0.05,100000,521,36
0.05,100000,520,36
0.05,100000,519,36
0.05,100000,518,36
0.05,100000,517,36
0.05,100000,516,36
0.05,100000,515,36
0.05,100000,514,36
0.05,100000,513,36
0.05,100000,512,36
0.05,100000,511,36
0.05,100000,510,36
0.05,100000,509,37
0.05,100000,508,37
0.05,100000,507,37
0.05,100000,506,37
0.05,100000,505,37
0.05,100000,504,37
0.05,100000,503,37
0.05,100000,502,37
0.05,100000,501,37
0.05,100000,500,37
0.05,100000,499,37
0.05,100000,498,37
0.05,100000,497,37
0.05,100000,496,37
0.05,100000,495,37
0.05,100000,494,37
0.05,100000,493,37
0.05,100000,492,37
0.05,100000,491,38
0.05,100000,490,38
0.05,100000,489,38
0.05,100000,488,38
0.05,100000,487,38
0.05,100000,486,38
0.05,100000,485,38
0.05,100000,484,38
0.05,100000,483,38
0.05,100000,482,38
0.05,100000,481,38
0.05,100000,480,38
0.05,100000,479,38
0.05,100000,478,38
0.05,100000,477,38
0.05,100000,476,38
0.05,100000,475,38
0.05,100000,474,39
0.05,100000,473,39
0.05,100000,472,39
0.05,100000,471,39
0.05,100000,470,39
0.05,100000,469,39
0.05,100000,468,39
0.05,100000,467,39
0.05,100000,466,39
0.05,100000,465,39
0.05,100000,464,39
0.05,100000,463,39
0.05,100000,462,39
0.05,100000,461,39
0.05,100000,460,39
0.05,100000,459,39
0.05,100000,458,40
0.05,100000,457,40
0.05,100000,456,40
0.05,100000,455,40
0.05,100000,454,40
0.05,100000,453,40
0.05,100000,452,40
0.05,100000,451,40
0.05,100000,450,40
0.05,100000,449,40
0.05,100000,448,40
0.05,100000,447,40
0.05,100000,446,40
0.05,100000,445,40
0.05,100000,444,40
0.05,100000,443,40
0.05,100000,442,41
0.05,100000,441,41
0.05,100000,440,41
0.05,100000,439,41
0.05,100000,438,41
0.05,100000,437,41
0.05,100000,436,41
0.05,100000,435,41
0.05,100000,434,41
0.05,100000,433,41
0.05,100000,432,41
0.05,100000,431,41
0.05,100000,430,41
0.05,100000,429,41
0.05,100000,428,42
0.05,100000,427,42
0.05,100000,426,42
0.05,100000,425,42
0.05,100000,424,42
0.05,100000,423,42
0.05,100000,422,42
0.05,100000,421,42
0.05,100000,420,42
0.05,100000,419,42
0.05,100000,418,42
0.05,100000,417,42
0.05,100000,416,42
0.05,100000,415,42
0.05,100000,414,43
0.05,100000,413,43
0.05,100000,412,43
0.05,100000,411,43
0.05,100000,410,43
0.05,100000,409,43
0.05,100000,408,43
0.05,100000,407,43
0.05,100000,406,43
0.05,100000,405,43
0.05,100000,404,43
0.05,100000,403,43
0.05,100000,402,43
0.05,100000,401,43
0.05,100000,400,44
0.05,100000,399,44
0.05,100000,398,44
0.05,100000,397,44
0.05,100000,396,44
0.05,100000,395,44
0.05,100000,394,44
0.05,100000,393,44
0.05,100000,392,44
0.05,100000,391,44
0.05,100000,390,44
0.05,100000,389,44
0.05,100000,388,44
0.05,100000,387,45
0.05,100000,386,45
0.05,100000,385,45
0.05,100000,384,45
0.05,100000,383,45
0.05,100000,382,45
0.05,100000,381,45
0.05,100000,380,45
0.05,100000,379,45
0.05,100000,378,45
0.05,100000,377,45
0.05,100000,376,45
0.05,100000,375,46
0.05,100000,374,46
0.05,100000,373,46
0.05,100000,372,46
0.05,100000,371,46
0.05,100000,370,46
0.05,100000,369,46
0.05,100000,368,46
0.05,100000,367,46
0.05,100000,366,46
0.05,100000,365,46
0.05,100000,364,46
0.05,100000,363,47
0.05,100000,362,47
0.05,100000,361,47
0.05,100000,360,47
0.05,100000,359,47
0.05,100000,358,47
0.05,100000,357,47
0.05,100000,356,47
0.05,100000,355,47
0.05,100000,354,47
0.05,100000,353,47
0.05,100000,352,48
0.05,100000,351,48
0.05,100000,350,48
0.05,100000,349,48
0.05,100000,348,48
0.05,100000,347,48
0.05,100000,346,48
0.05,100000,345,48
0.05,100000,344,48
0.05,100000,343,48
0.05,100000,342,48
0.05,100000,341,49
0.05,100000,340,49
0.05,100000,339,49
0.05,100000,338,49
0.05,100000,337,49
0.05,100000,336,49
0.05,100000,335,49
0.05,100000,334,49
0.05,100000,333,49
0.05,100000,332,49
0.05,100000,331,50
0.05,100000,330,50
0.05,100000,329,50
0.05,100000,328,50
0.05,100000,327,50
0.05,100000,326,50
0.05,100000,325,50
0.05,100000,324,50
0.05,100000,323,50
0.05,100000,322,50
0.05,100000,321,51
0.05,100000,320,51
0.05,100000,319,51
0.05,100000,318,51
0.05,100000,317,51
0.05,100000,316,51
0.05,100000,315,51
0.05,100000,314,51
0.05,100000,313,51
0.05,100000,312,51
0.05,100000,311,52
0.05,100000,310,52
0.05,100000,309,52
0.05,100000,308,52
0.05,100000,307,52
0.05,100000,306,52
0.05,100000,305,52
0.05,100000,304,52
0.05,100000,303,52
0.05,100000,302,53
0.05,100000,301,53
0.05,100000,300,53
0.05,100000,299,53
0.05,100000,298,53
0.05,100000,297,53
0.05,100000,296,53
0.05,100000,295,53
0.05,100000,294,53
0.05,100000,293,54
0.05,100000,292,54
0.05,100000,291,54
0.05,100000,290,54
0.05,100000,289,54
0.05,100000,288,54
0.05,100000,287,54
0.05,100000,286,54
0.05,100000,285,55
0.05,100000,284,55
0.05,100000,283,55
0.05,100000,282,55
0.05,100000,281,55
0.05,100000,280,55
0.05,100000,279,55
0.05,100000,278,55
0.05,100000,277,55
0.05,100000,276,56
0.05,100000,275,56
0.05,100000,274,56
0.05,100000,273,56
0.05,100000,272,56
0.05,100000,271,56
0.05,100000,270,56
0.05,100000,269,56
0.05,100000,268,57
0.05,100000,267,57
0.05,100000,266,57
0.05,100000,265,57
0.05,100000,264,57
0.05,100000,263,57
0.05,100000,262,57
0.05,100000,261,58
0.05,100000,260,58
0.05,100000,259,58
0.05,100000,258,58
0.05,100000,257,58
0.05,100000,256,58
0.05,100000,255,58
0.05,100000,254,58
0.05,100000,253,59
0.05,100000,252,59
0.05,100000,251,59
0.05,100000,250,59
0.05,100000,249,59
0.05,100000,248,59
0.05,100000,247,59
0.05,100000,246,60
0.05,100000,245,60
0.05,100000,244,60
0.05,100000,243,60
0.05,100000,242,60
0.05,100000,241,60
0.05,100000,240,60
0.05,100000,239,61
0.05,100000,238,61
0.05,100000,237,61
0.05,100000,236,61
0.05,100000,235,61
0.05,100000,234,61
0.05,100000,233,61
0.05,100000,232,62
0.05,100000,231,62
0.05,100000,230,62
0.05,100000,229,62
0.05,100000,228,62
0.05,100000,227,62
0.05,100000,226,63
0.05,100000,225,63
0.05,100000,224,63
0.05,100000,223,63
0.05,100000,222,63
0.05,100000,221,63
0.05,100000,220,63
0.05,100000,219,64
0.05,100000,218,64
0.05,100000,217,64
0.05,100000,216,64
0.05,100000,215,64
0.05,100000,214,64
0.05,100000,213,65
0.05,100000,212,65
0.05,100000,211,65
0.05,100000,210,65
0.05,100000,209,65
0.05,100000,208,65
0.05,100000,207,66
0.05,100000,206,66
0.05,100000,205,66
0.05,100000,204,66
0.05,100000,203,66
0.05,100000,202,67
0.05,100000,201,67
0.05,100000,200,67
0.05,100000,199,67
0.05,100000,198,67
0.05,100000,197,67
0.05,100000,196,68
0.05,100000,195,68
0.05,100000,194,68
0.05,100000,193,68
0.05,100000,192,68
0.05,100000,191,68
0.05,100000,190,69
0.05,100000,189,69
0.05,100000,188,69
0.05,100000,187,69
0.05,100000,186,69
0.05,100000,185,70
0.05,100000,184,70
0.05,100000,183,70
0.05,100000,182,70
0.05,100000,181,70
0.05,100000,180,71
0.05,100000,179,71
0.05,100000,178,71
0.05,100000,177,71
0.05,100000,176,71
0.05,100000,175,72
0.05,100000,174,72
0.05,100000,173,72
0.05,100000,172,72
0.05,100000,171,72
0.05,100000,170,73
0.05,100000,169,73
0.05,100000,168,73
0.05,100000,167,73
0.05,100000,166,73
0.05,100000,165,74
0.05,100000,164,74
0.05,100000,163,74
0.05,100000,162,74
0.05,100000,161,75
0.05,100000,160,75
0.05,100000,159,75
0.05,100000,158,75
0.05,100000,157,75
0.05,100000,156,76
0.05,100000,155,76
0.05,100000,154,76
0.05,100000,153,76
0.05,100000,152,77
0.05,100000,151,77
0.05,100000,150,77
0.05,100000,149,77
0.05,100000,148,78
0.05,100000,147,78
0.05,100000,146,78
0.05,100000,145,78
0.05,100000,144,79
0.05,100000,143,79
0.05,100000,142,79
0.05,100000,141,79
0.05,100000,140,80
0.05,100000,139,80
0.05,100000,138,80
0.05,100000,137,80
0.05,100000,136,81
0.05,100000,135,81
0.05,100000,134,81
0.05,100000,133,81
0.05,100000,132,82
0.05,100000,131,82
0.05,100000,130,82
0.05,100000,129,82
0.05,100000,128,83
0.05,100000,127,83
0.05,100000,126,83
0.05,100000,125,83
0.05,100000,124,84
0.05,100000,123,84
0.05,100000,122,84
0.05,100000,121,85
0.05,100000,120,85
0.05,100000,119,85
0.05,100000,118,85
0.05,100000,117,86
0.05,100000,116,86
0.05,100000,115,86
0.05,100000,114,87
0.05,100000,113,87
0.05,100000,112,87
0.05,100000,111,87
0.05,100000,110,88
0.05,100000,109,88
0.05,100000,108,88
0.05,100000,107,89
0.05,100000,106,89
0.05,100000,105,89
0.05,100000,104,90
0.05,100000,103,90
0.05,100000,102,90
0.05,100000,101,91
0.05,100000,100,91
0.05,100000,99,91
0.05,100000,98,92
0.05,100000,97,92
0.05,100000,96,92
0.05,100000,95,93
0.05,100000,94,93
0.05,100000,93,93
0.05,100000,92,94
0.05,100000,91,94
0.05,100000,90,94
0.05,100000,89,95
0.05,100000,88,95
0.05,100000,87,95
0.05,100000,86,96
0.05,100000,85,96
0.05,100000,84,96
0.05,100000,83,97
0.05,100000,82,97
0.05,100000,81,98
0.05,100000,80,98
0.05,100000,79,98
0.05,100000,78,99
0.05,100000,77,99
0.05,100000,76,99
0.05,100000,75,100
0.05,100000,74,100
0.05,100000,73,101
0.05,100000,72,101
0.05,100000,71,101
0.05,100000,70,102
0.05,100000,69,102
0.05,100000,68,103
0.05,100000,67,103
0.05,100000,66,104
0.05,100000,65,104
0.05,100000,64,104
0.05,100000,63,105
0.05,100000,62,105
0.05,100000,61,106
0.05,100000,60,106
0.05,100000,59,107
0.05,100000,58,107
0.05,100000,57,107
0.05,100000,56,108
0.05,100000,55,108
0.05,100000,54,109
0.05,100000,53,109
0.05,100000,52,110
0.05,100000,51,110
0.05,100000,50,111
0.05,100000,49,111
0.05,100000,48,112
0.05,100000,47,112
0.05,100000,46,113
0.05,100000,45,113
0.05,100000,44,114
0.05,100000,43,114
0.05,100000,42,115
0.05,100000,41,115
0.05,100000,40,116
0.05,100000,39,116
0.05,100000,38,117
0.05,100000,37,117
0.05,100000,36,118
0.05,100000,35,118
0.05,100000,34,119
0.05,100000,33,120
0.05,100000,32,120
0.05,100000,31,121
0.05,100000,30,121
0.05,100000,29,122
0.05,100000,28,122
0.05,100000,27,123
0.05,100000,26,124
0.05,100000,25,124
0.05,100000,24,125
0.05,100000,23,125
0.05,100000,22,126
0.05,100000,21,127
0.05,100000,20,127
0.05,100000,19,128
0.05,100000,18,129
0.05,100000,17,129
0.05,100000,16,130
0.05,100000,15,131
0.05,100000,14,131
0.05,100000,13,132
0.05,100000,12,133
0.05,100000,11,133
0.05,100000,10,134
0.05,100000,9,135
0.05,100000,8,135
0.05,100000,7,136
0.05,100000,6,137
0.05,100000,5,137
0.05,100000,4,138
0.05,100000,3,139
0.05,100000,2,140
0.05,100000,1,141
